user_id,subscription_date,phone_operator,os_name,os_version,affiliate,unsubscription_date,service,aggregator
f54420c0e35911ec831dbdfb6946bba5,2022-06-03 16:27:21.000000,A,Android,11,aff_4,,ma,ABC
22cf64c0e36211ecaa7033b4a0ee0e67,2022-06-03 17:25:45.000000,B,iOS,15.5,aff_4,2022-06-10 05:20:52.000000,ps,ABC
dc5a9f70e37811eca8957b6cb3999042,2022-06-03 20:09:06.000000,C,Android,10,aff_4,,gc,ABC
46b29dc0e38111eca8957b6cb3999042,2022-06-03 21:08:30.000000,A,iOS,15.4,aff_4,,ma,ABC
adeaac80e38b11ec831dbdfb6946bba5,2022-06-03 22:24:03.000000,C,iOS,15.5,aff_4,,gc,ABC
49a03a40e3a111ecbac4d10881086746,2022-06-04 00:58:18.000000,B,Android,11,aff_4,2022-06-04 01:12:02.000000,ps,ABC
0ee20940e3d011ec831dbdfb6946bba5,2022-06-04 06:32:52.000000,A,Android,12,aff_2,,tv,ABC
15023620e3f211eca8957b6cb3999042,2022-06-04 10:36:35.000000,C,Android,10,aff_4,2022-06-04 10:38:30.000000,cl,ABC
3c89a7b0e40011ec831dbdfb6946bba5,2022-06-04 12:17:35.000000,A,iOS,15.4,aff_4,,ma,ABC
bee9de50e40511ecbac4d10881086746,2022-06-04 12:57:42.000000,A,Android,12,aff_2,2022-06-18 05:28:01.000000,tv,ABC
4e0c8d40e41e11ecbac4d10881086746,2022-06-04 15:53:44.000000,B,Android,10,aff_4,2022-06-11 09:32:15.000000,gc,ABC
f8dec4e0e42311eca8957b6cb3999042,2022-06-04 16:33:14.000000,A,Android,9,aff_4,2022-06-04 16:34:31.000000,ps,ABC
3075fb70e43911ecbac4d10881086746,2022-06-04 19:06:40.000000,B,Android,9,aff_4,,ps,ABC
85129040e44711ec831dbdfb6946bba5,2022-06-04 20:49:01.000000,A,Android,9,aff_4,,ps,ABC
2939c480e44911eca8957b6cb3999042,2022-06-04 20:59:52.000000,A,Android,11,aff_4,2022-06-18 06:11:51.000000,ma,ABC
df1eb580e44911ecaa7033b4a0ee0e67,2022-06-04 21:05:01.000000,C,iOS,15.5,aff_4,2022-06-05 12:22:20.000000,ps,ABC
54b43a30e4af11ecbac4d10881086746,2022-06-05 09:10:50.000000,C,Android,9,aff_4,,ma,ABC
db1d9170e4be11eca8957b6cb3999042,2022-06-05 11:01:57.000000,A,iOS,14.4,aff_4,2022-07-03 07:20:52.000000,ma,ABC
bdacce90e4c211ec831dbdfb6946bba5,2022-06-05 11:33:45.000000,B,Android,11,aff_4,,ma,ABC
ec2dfd90e4c511ecaa7033b4a0ee0e67,2022-06-05 11:52:55.000000,A,iOS,15.5,aff_4,2022-06-05 11:54:42.000000,ma,ABC
99427fe0e4d211ecbac4d10881086746,2022-06-05 13:23:29.000000,A,Android,11,aff_4,2022-06-05 13:24:08.000000,ps,ABC
d02f8830e4f111ecaa7033b4a0ee0e67,2022-06-05 17:06:55.000000,B,Android,11,aff_4,,cl,ABC
7c8d3210e50811ec831dbdfb6946bba5,2022-06-05 19:50:28.000000,B,Android,5.1,aff_4,,ps,ABC
c561c1e0e50811eca8957b6cb3999042,2022-06-05 19:51:17.000000,C,Android,6.0,aff_4,,ps,ABC
6e11b5c0e50e11ec831dbdfb6946bba5,2022-06-05 20:35:21.000000,B,Android,11,aff_4,,gc,ABC
4dd77c30e51e11ecaa7033b4a0ee0e67,2022-06-05 22:25:57.000000,A,iOS,14.7,aff_2,,tv,ABC
48e5cf50e51f11ec831dbdfb6946bba5,2022-06-05 22:33:07.000000,C,Android,10,aff_4,,ps,ABC
95663ec0e59011ec831dbdfb6946bba5,2022-06-06 12:03:16.000000,A,Android,11,aff_4,,ma,ABC
e5a15490e5a611ec831dbdfb6946bba5,2022-06-06 14:42:57.000000,B,iOS,15.5,aff_4,2022-06-06 14:43:48.000000,cl,ABC
17029b40e5b911eca8957b6cb3999042,2022-06-06 16:53:04.000000,A,Android,11,aff_4,2022-06-06 16:54:32.000000,ps,ABC
41910f70e5c011ec831dbdfb6946bba5,2022-06-06 17:44:41.000000,B,iOS,15.3,aff_4,,ps,ABC
55b157d0e5c011eca8957b6cb3999042,2022-06-06 17:45:12.000000,A,iOS,15.2,aff_4,,ps,ABC
f06dda30e5c211eca8957b6cb3999042,2022-06-06 18:04:31.000000,B,Android,10,aff_4,2022-06-06 18:07:12.000000,ps,ABC
e0ee2690e5c311eca8957b6cb3999042,2022-06-06 18:10:48.000000,A,Android,10,aff_4,,ps,ABC
24d02150e5d411ecbac4d10881086746,2022-06-06 20:07:20.000000,A,Android,7.1,aff_4,,ma,ABC
0cfdabc0e5e711ecaa7033b4a0ee0e67,2022-06-06 22:22:40.000000,B,iOS,15.5,aff_2,,tv,ABC
80975580e60111ec831dbdfb6946bba5,2022-06-07 01:34:27.000000,B,Android,11,aff_4,,gc,ABC
43a9e240e64d11ec989b6b01af70e4c0,2022-06-07 10:33:55.000000,A,Android,10,aff_2,2022-06-07 10:35:10.000000,tv,ABC
73038b60e65a11ecab61e5053e64927e,2022-06-07 12:08:24.000000,C,Android,10,aff_4,2022-06-07 12:12:29.000000,cl,ABC
f0ebd0a0e66e11ec989b6b01af70e4c0,2022-06-07 14:36:04.000000,C,Android,10,aff_4,2022-06-07 14:36:58.000000,ps,ABC
555a2b80e68e11ec989b6b01af70e4c0,2022-06-07 18:19:45.000000,A,iOS,15.5,aff_4,2022-06-10 20:09:27.000000,cl,ABC
822dd190e69111ec9af991325ed16c0b,2022-06-07 18:42:50.000000,B,Android,11,aff_4,2022-06-07 18:45:07.000000,ps,ABC
8c45b8c0e6a311ec9af991325ed16c0b,2022-06-07 20:53:56.000000,C,Android,8.1,aff_4,2022-06-21 08:02:12.000000,ps,ABC
7b327760e6a511ec989b6b01af70e4c0,2022-06-07 21:05:46.000000,A,Android,10,aff_4,,cl,ABC
a33c8670e6b311ec989b6b01af70e4c0,2022-06-07 22:48:58.000000,C,Android,10,aff_4,,gc,ABC
0b025b00e72611ec9af991325ed16c0b,2022-06-08 12:25:52.000000,B,Android,11,aff_4,2022-06-08 12:28:12.000000,cl,ABC
8e8d67f0e72911ecab61e5053e64927e,2022-06-08 12:51:36.000000,A,Android,10,aff_4,2022-06-13 13:27:04.000000,ma,ABC
9ecf4300e73c11ec989b6b01af70e4c0,2022-06-08 15:07:25.000000,C,iOS,15.5,aff_4,2022-06-08 15:08:24.000000,cl,ABC
f97ffcf0e74f11ecab61e5053e64927e,2022-06-08 17:25:54.000000,A,iOS,15.4,aff_4,2022-06-11 15:18:10.000000,ps,ABC
7b0c3d90e75c11ecbc89495b27b9c9c5,2022-06-08 18:55:40.000000,A,Android,12,aff_4,2022-06-30 10:08:18.000000,ps,ABC
efa10650e17a11ecbaa51f9ae3f5945d,2022-06-01 07:18:50.000000,B,Android,10,aff_4,2022-06-02 10:20:42.000000,ma,ABC
f1fa3160e1a211ec8a541fcc86ad2588,2022-06-01 12:05:04.000000,A,iOS,15.5,aff_4,,ma,ABC
d5205120e1c311ec95703f2faa3b39a3,2022-06-01 16:01:42.000000,B,Android,11,aff_4,2022-06-27 10:31:31.000000,ps,ABC
b5b2a8a0e1ce11ec8a541fcc86ad2588,2022-06-01 17:17:54.000000,B,Android,11,aff_4,2022-06-01 17:21:53.000000,ma,ABC
803c13e0e1d411ec8a541fcc86ad2588,2022-06-01 17:59:45.000000,B,Android,10,aff_4,2022-06-01 18:00:54.000000,ps,ABC
747bb230e1d511ec8a541fcc86ad2588,2022-06-01 18:06:01.000000,B,iOS,15.5,aff_4,,ps,ABC
9faa5ad0e1d811ecbaa51f9ae3f5945d,2022-06-01 18:29:29.000000,C,Android,10,aff_4,2022-06-02 07:35:23.000000,ps,ABC
82c3a3f0e1e611ec95703f2faa3b39a3,2022-06-01 20:08:28.000000,B,iOS,11.4,aff_4,,ma,ABC
6e53ad90e1e911ecbaa51f9ae3f5945d,2022-06-01 20:31:25.000000,B,Android,9,aff_4,,cl,ABC
90725860e1f611ec8a541fcc86ad2588,2022-06-01 22:03:53.000000,A,iOS,15.4,aff_2,2022-06-02 10:14:30.000000,tv,ABC
8187f360e25911ecb4346f30d03a03b3,2022-06-02 09:54:22.000000,B,Android,7.0,aff_4,,ps,ABC
39a058a0e27a11ecaa7033b4a0ee0e67,2022-06-02 13:45:57.000000,A,Android,12,aff_4,2022-06-02 13:47:35.000000,ps,ABC
c95903d0e28311ecaa7033b4a0ee0e67,2022-06-02 14:54:49.000000,B,Android,5.1,aff_4,,ps,ABC
502da100e28811ecbac4d10881086746,2022-06-02 15:27:04.000000,C,Android,8.0,aff_4,2022-06-02 15:27:56.000000,ps,ABC
49a1cc20e28911ec831dbdfb6946bba5,2022-06-02 15:33:25.000000,A,iOS,15.4,aff_4,2022-06-02 16:08:33.000000,ps,ABC
a1a8bd70e28911ec831dbdfb6946bba5,2022-06-02 15:35:39.000000,C,iOS,15.4,aff_4,,ma,ABC
c9521110e2a611ecbac4d10881086746,2022-06-02 19:04:51.000000,A,Android,9,aff_4,,ps,ABC
7bf0a950e2aa11eca8957b6cb3999042,2022-06-02 19:31:29.000000,C,Android,12,aff_4,2022-06-02 19:33:06.000000,ps,ABC
453892e0e2bb11ecaa7033b4a0ee0e67,2022-06-02 21:32:05.000000,B,Android,9,aff_4,,cl,ABC
296ac540e2f911ec831dbdfb6946bba5,2022-06-03 04:54:47.000000,B,Android,10,aff_4,2022-06-17 05:54:29.000000,ps,ABC
642d6e00e31511ec831dbdfb6946bba5,2022-06-03 08:16:42.000000,C,iOS,15.5,aff_4,2022-06-17 11:33:26.000000,cl,ABC
f19e1410e31511ec831dbdfb6946bba5,2022-06-03 08:20:13.000000,C,iOS,15.4,aff_4,2022-06-03 08:20:45.000000,ma,ABC
09710430e31611eca8957b6cb3999042,2022-06-03 08:21:26.000000,C,Android,6.0,aff_4,,ma,ABC
4e42c810e32411ec831dbdfb6946bba5,2022-06-03 10:03:10.000000,A,iOS,13.7,aff_4,,ma,ABC
8383bf20e32411ec831dbdfb6946bba5,2022-06-03 10:04:23.000000,B,iOS,15.5,aff_4,,cl,ABC
24c113b0e34311eca8957b6cb3999042,2022-06-03 13:45:07.000000,B,Android,11,aff_4,,ps,ABC
dcc23020e35211ec831dbdfb6946bba5,2022-06-03 15:36:34.000000,C,Android,11,aff_4,,ma,ABC
3e63a900e36a11eca8957b6cb3999042,2022-06-03 18:25:06.000000,B,Android,12,aff_4,2022-06-03 18:35:18.000000,ps,ABC
ff100ad0e36b11ec831dbdfb6946bba5,2022-06-03 18:36:23.000000,C,iOS,15.5,aff_4,,ps,ABC
1284c890e37a11eca8957b6cb3999042,2022-06-03 20:17:10.000000,C,Android,11,aff_4,,ma,ABC
40d18b00e38611eca8957b6cb3999042,2022-06-03 21:45:02.000000,A,Android,8.0,aff_4,2022-06-03 21:48:45.000000,cl,ABC
01e276d0e38f11ecbac4d10881086746,2022-06-03 22:47:18.000000,B,Android,12,aff_4,2022-06-07 14:32:03.000000,ps,ABC
6f1f33d0e3be11ecbac4d10881086746,2022-06-04 04:27:10.000000,C,Android,11,aff_4,2022-06-04 04:47:28.000000,ma,ABC
bf91eeb0e3c411ecbac4d10881086746,2022-06-04 05:11:30.000000,A,iOS,15.5,aff_4,,ma,ABC
95282da0e3ca11ecaa7033b4a0ee0e67,2022-06-04 05:54:33.000000,B,Android,11,aff_2,,tv,ABC
72a63d10e3d111ec831dbdfb6946bba5,2022-06-04 06:43:26.000000,A,Android,10,aff_4,,ps,ABC
8b437250e3e211eca8957b6cb3999042,2022-06-04 08:45:31.000000,C,iOS,15.4,aff_4,2022-06-04 08:49:13.000000,ps,ABC
65c88d10e3e911ec831dbdfb6946bba5,2022-06-04 09:34:04.000000,C,Android,11,aff_4,2022-06-11 05:21:55.000000,ma,ABC
f91e3850e3f611eca8957b6cb3999042,2022-06-04 11:11:32.000000,B,Android,10,aff_4,,ma,ABC
348e6fe0e3f711ecbac4d10881086746,2022-06-04 11:12:37.000000,C,iOS,15.6,aff_4,,ma,ABC
96558c70e3fe11ecbac4d10881086746,2022-06-04 12:06:05.000000,B,Android,11,aff_4,,ps,ABC
e1bbb2e0e41a11eca8957b6cb3999042,2022-06-04 15:28:36.000000,A,Android,11,aff_4,2022-06-25 08:03:36.000000,ps,ABC
ad9e2900e42111ecaa7033b4a0ee0e67,2022-06-04 16:18:44.000000,C,Android,10,aff_4,,gc,ABC
21a8f0a0e42711ecbac4d10881086746,2022-06-04 16:58:28.000000,C,Android,11,aff_4,,cl,ABC
27794b70e42b11ecaa7033b4a0ee0e67,2022-06-04 17:24:36.000000,B,iOS,15.4,aff_4,,ps,ABC
d8adf8d0e44111ec831dbdfb6946bba5,2022-06-04 20:07:48.000000,C,Android,10,aff_4,2022-06-04 20:11:01.000000,ma,ABC
4cab6810e44911ecaa7033b4a0ee0e67,2022-06-04 21:00:33.000000,B,iOS,15.5,aff_2,,tv,ABC
af5fd990e44a11eca8957b6cb3999042,2022-06-04 21:11:07.000000,A,Android,10,aff_4,,ps,ABC
96a560e0e45011ec831dbdfb6946bba5,2022-06-04 21:52:47.000000,B,Android,11,aff_4,,ps,ABC
843b0ea0e48c11eca8957b6cb3999042,2022-06-05 05:02:11.000000,B,Android,11,aff_2,,tv,ABC
98c10360e49c11eca8957b6cb3999042,2022-06-05 06:57:28.000000,B,Android,12,aff_2,2022-06-05 07:24:44.000000,tv,ABC
34dd2080e4c511ec831dbdfb6946bba5,2022-06-05 11:47:37.000000,A,Android,11,aff_4,2022-06-05 11:48:40.000000,ps,ABC
415c0ce0e4e811ec831dbdfb6946bba5,2022-06-05 16:00:51.000000,C,Android,11,aff_4,2022-06-20 14:11:18.000000,cl,ABC
f14a5ac0e50211ecaa7033b4a0ee0e67,2022-06-05 19:10:11.000000,A,Android,11,,,gc,ABC
1596e310e50511ec831dbdfb6946bba5,2022-06-05 19:24:30.000000,C,iOS,15.5,aff_4,,ps,ABC
bdd3f970e52111eca8957b6cb3999042,2022-06-05 22:50:06.000000,A,iOS,14.4,aff_4,,ps,ABC
65a4de80e55411ecaa7033b4a0ee0e67,2022-06-06 04:52:40.000000,A,iOS,15.5,aff_4,2022-06-20 05:26:39.000000,ps,ABC
5b94c710e56411ecaa7033b4a0ee0e67,2022-06-06 06:47:02.000000,A,Android,12,aff_4,,ma,ABC
14607590e56b11ecaa7033b4a0ee0e67,2022-06-06 07:36:36.000000,A,Android,8.1,aff_4,2022-06-06 07:38:58.000000,gc,ABC
18f916e0e57311ec831dbdfb6946bba5,2022-06-06 08:32:46.000000,A,Android,10,aff_4,2022-06-20 05:26:20.000000,ps,ABC
2c4e8240e58011eca8957b6cb3999042,2022-06-06 10:07:05.000000,B,Android,10,aff_4,,gc,ABC
00d629a0e58111ecaa7033b4a0ee0e67,2022-06-06 10:13:10.000000,B,Android,10,aff_4,,cl,ABC
2fc9c120e59211ecaa7033b4a0ee0e67,2022-06-06 12:14:54.000000,A,Android,12,aff_4,,ps,ABC
ba100cd0e59311ecaa7033b4a0ee0e67,2022-06-06 12:26:17.000000,C,Android,11,aff_4,,cl,ABC
fc121ed0e5b511ecaa7033b4a0ee0e67,2022-06-06 16:31:19.000000,C,Android,7.0,aff_4,,ps,ABC
539f67c0e5c011ecbac4d10881086746,2022-06-06 17:45:14.000000,B,iOS,14.6,aff_4,,ps,ABC
d5075410e18511ecbaa51f9ae3f5945d,2022-06-01 08:37:02.000000,B,iOS,12.5,aff_4,2022-06-10 13:20:49.000000,ps,ABC
629c46d0e18d11ec8a541fcc86ad2588,2022-06-01 09:30:31.000000,A,Android,10,aff_4,,ps,ABC
624f19c0e1a411ec95703f2faa3b39a3,2022-06-01 12:15:55.000000,C,Android,11,aff_2,2022-06-08 05:29:50.000000,tv,ABC
9f852f50e1c711ec95703f2faa3b39a3,2022-06-01 16:27:40.000000,A,Android,8.0,aff_4,,cl,ABC
298e0760e1ca11ecbaa51f9ae3f5945d,2022-06-01 16:45:23.000000,C,Android,12,aff_4,2022-06-15 05:27:25.000000,ps,ABC
2b43b790e1d311ecbaa51f9ae3f5945d,2022-06-01 17:50:05.000000,C,Android,10,aff_4,,ps,ABC
04ce0980e1d811ecbaa51f9ae3f5945d,2022-06-01 18:25:31.000000,A,Android,8.0,aff_4,2022-06-02 15:05:50.000000,ps,ABC
98cefbd0e1d811ecbaa51f9ae3f5945d,2022-06-01 18:28:44.000000,B,iOS,15.5,aff_4,2022-06-01 18:29:28.000000,ps,ABC
1919ea30e1e211ecb2988337303a8fef,2022-06-01 19:37:01.000000,B,Android,10,aff_4,2022-06-01 19:37:59.000000,cl,ABC
a9b2ab40e1e211ec8a541fcc86ad2588,2022-06-01 19:41:37.000000,A,Android,10,aff_4,2022-06-01 19:42:32.000000,ps,ABC
9501de80e1e911ec95703f2faa3b39a3,2022-06-01 20:30:28.000000,C,Android,11,aff_2,2022-06-01 20:52:13.000000,tv,ABC
ac98b6c0e23b11ec8a541fcc86ad2588,2022-06-02 06:17:44.000000,A,iOS,15.4,aff_2,,tv,ABC
fd31ecc0e23e11ec95703f2faa3b39a3,2022-06-02 06:41:55.000000,A,Android,10,aff_4,,ma,ABC
52fa00e0e25b11ecb33733c1fa3e6734,2022-06-02 10:04:46.000000,A,Android,10,aff_4,,ps,ABC
fbdb2b00e26d11ecae2c8b58f62b8645,2022-06-02 12:18:18.000000,C,Android,10,aff_4,,ps,ABC
0a2108a0e27911ec831dbdfb6946bba5,2022-06-02 13:37:30.000000,C,Android,11,aff_4,2022-06-02 13:39:01.000000,ps,ABC
27b3c3b0e27b11eca8957b6cb3999042,2022-06-02 13:53:07.000000,C,Android,9,aff_4,2022-06-02 13:55:30.000000,ma,ABC
39e89d80e28011ec831dbdfb6946bba5,2022-06-02 14:29:06.000000,C,Android,10,aff_4,,ps,ABC
a2d07af0e29111ecaa7033b4a0ee0e67,2022-06-02 16:36:12.000000,C,iOS,11.4,aff_4,,ps,ABC
b806d1c0e29211ec831dbdfb6946bba5,2022-06-02 16:41:17.000000,C,Android,11,aff_4,,ps,ABC
7c419400e2a011eca8957b6cb3999042,2022-06-02 18:20:29.000000,B,Android,9,aff_4,,ps,ABC
71314440e2a811ecaa7033b4a0ee0e67,2022-06-02 19:17:32.000000,C,Android,12,,2022-06-02 19:18:57.000000,gc,ABC
fa05c590e2ab11ecaa7033b4a0ee0e67,2022-06-02 19:42:52.000000,C,Android,11,aff_4,2022-06-05 08:18:03.000000,ps,ABC
a721a9a0e2b211ec831dbdfb6946bba5,2022-06-02 20:29:41.000000,B,Android,10,aff_4,2022-06-10 10:06:02.000000,ps,ABC
9683bf50e2b411ecbac4d10881086746,2022-06-02 20:43:16.000000,B,iOS,15.5,aff_4,,ps,ABC
e2849590e2c411ecbac4d10881086746,2022-06-02 22:42:33.000000,B,Android,12,aff_4,2022-06-02 22:46:30.000000,gc,ABC
82fa9cb0e34a11eca8957b6cb3999042,2022-06-03 14:36:55.000000,A,Android,11,aff_2,2022-06-03 14:38:23.000000,tv,ABC
97214780e36711ecbac4d10881086746,2022-06-03 18:04:44.000000,B,iOS,15.5,aff_4,2022-06-03 18:05:45.000000,cl,ABC
e43cda60e36811ecaa7033b4a0ee0e67,2022-06-03 18:14:02.000000,A,iOS,15.5,aff_4,2022-06-03 18:14:47.000000,cl,ABC
2ce37630e38611ec831dbdfb6946bba5,2022-06-03 21:43:56.000000,A,iOS,14.7,aff_4,,ma,ABC
47bd2ef0e38c11ecaa7033b4a0ee0e67,2022-06-03 22:27:10.000000,C,iOS,15.5,aff_2,2022-06-03 22:30:34.000000,tv,ABC
8ae59f10e3db11ec831dbdfb6946bba5,2022-06-04 07:55:45.000000,B,Android,9,aff_4,,ma,ABC
3df43e90e3dc11eca8957b6cb3999042,2022-06-04 08:00:03.000000,B,Android,12,aff_2,2022-06-04 08:01:33.000000,tv,ABC
0d9e03a0e3e811ecbac4d10881086746,2022-06-04 09:25:30.000000,B,iOS,15.5,,2022-06-04 09:29:55.000000,gc,ABC
a210c390e43511ecbac4d10881086746,2022-06-04 18:44:03.000000,C,Android,10,aff_4,,cl,ABC
a1103c20e43811ecaa7033b4a0ee0e67,2022-06-04 19:01:08.000000,C,Android,12,aff_4,2022-06-04 19:02:35.000000,ma,ABC
80bf4640e44811ecbac4d10881086746,2022-06-04 20:55:18.000000,C,Android,9,aff_4,,cl,ABC
330ea8e0e45311ecaa7033b4a0ee0e67,2022-06-04 22:11:18.000000,C,iOS,15.4,aff_2,2022-06-04 22:12:27.000000,tv,ABC
ed239b70e4b511eca8957b6cb3999042,2022-06-05 09:58:19.000000,A,Android,11,aff_4,,ma,ABC
c2f654e0e4c011ecaa7033b4a0ee0e67,2022-06-05 11:15:47.000000,C,Android,11,aff_4,,ps,ABC
565b7a60e4d711ecaa7033b4a0ee0e67,2022-06-05 13:57:24.000000,A,Android,10,aff_4,,ps,ABC
7c136470e4d711eca8957b6cb3999042,2022-06-05 13:58:08.000000,B,iOS,15.5,aff_4,2022-06-05 13:58:57.000000,cl,ABC
87aa51e0e4e611ecaa7033b4a0ee0e67,2022-06-05 15:46:00.000000,C,Android,11,aff_4,2022-06-05 16:10:37.000000,ma,ABC
7220cdd0e4ec11ec831dbdfb6946bba5,2022-06-05 16:28:24.000000,C,Android,11,aff_4,2022-06-05 16:31:13.000000,ma,ABC
1e530140e50b11eca8957b6cb3999042,2022-06-05 20:08:50.000000,C,Android,10,aff_4,2022-06-07 13:06:14.000000,ps,ABC
a925c5c0e51d11ecbac4d10881086746,2022-06-05 22:23:00.000000,B,iOS,15.4,aff_4,2022-06-22 12:34:20.000000,cl,ABC
cbcad9a0e56111eca8957b6cb3999042,2022-06-06 06:28:38.000000,A,iOS,15.5,aff_4,2022-06-06 06:30:07.000000,ma,ABC
08ae7ee0e58411eca8957b6cb3999042,2022-06-06 10:33:59.000000,C,Android,11,aff_4,,ps,ABC
d8576b80e58d11ecaa7033b4a0ee0e67,2022-06-06 11:43:37.000000,B,iOS,14.6,aff_2,,tv,ABC
04c591a0e59411eca8957b6cb3999042,2022-06-06 12:28:11.000000,A,Android,6.0,aff_4,2022-06-27 05:45:57.000000,ma,ABC
cf5225a0e5a311ecaa7033b4a0ee0e67,2022-06-06 14:20:52.000000,C,iOS,15.4,aff_4,,ma,ABC
47962e80e5c711ecbac4d10881086746,2022-06-06 18:34:50.000000,C,Android,10,aff_4,,ma,ABC
941c54a0e5c711ecaa7033b4a0ee0e67,2022-06-06 18:37:00.000000,B,Android,11,aff_2,,tv,ABC
5bc05a90e5ca11eca8957b6cb3999042,2022-06-06 18:57:12.000000,A,iOS,15.4,aff_4,,ps,ABC
30c1d290e5db11eca8957b6cb3999042,2022-06-06 20:57:22.000000,B,Android,12,aff_4,,ma,ABC
f2b760c0e5dd11ec831dbdfb6946bba5,2022-06-06 21:17:27.000000,B,iOS,15.5,aff_4,2022-06-07 07:56:15.000000,ps,ABC
df7ec3d0e5de11ec831dbdfb6946bba5,2022-06-06 21:24:07.000000,B,Android,11,aff_4,,cl,ABC
f2089240e62111ecbac4d10881086746,2022-06-07 05:24:52.000000,B,iOS,15.5,aff_4,,gc,ABC
a5037980e66011ecbc89495b27b9c9c5,2022-06-07 12:52:43.000000,C,iOS,15.5,aff_4,,ps,ABC
63437cf0e66711ecab61e5053e64927e,2022-06-07 13:40:50.000000,A,iOS,15.5,aff_4,,ps,ABC
8c341ca0e68f11ec989b6b01af70e4c0,2022-06-07 18:28:43.000000,C,Android,11,aff_4,,ma,ABC
337946d0e69e11ecab61e5053e64927e,2022-06-07 20:13:35.000000,A,iOS,15.5,aff_4,,ps,ABC
a25dfa60e6c011ecab61e5053e64927e,2022-06-08 00:19:45.000000,C,iOS,15.5,aff_4,2022-06-08 00:20:44.000000,ma,ABC
2d7a5290e6f511ecab61e5053e64927e,2022-06-08 06:36:11.000000,C,Android,11,aff_2,,tv,ABC
13cf7380e70811ecab61e5053e64927e,2022-06-08 08:51:25.000000,B,Android,10,aff_4,,ma,ABC
8bdf4ad0e71c11ecbc89495b27b9c9c5,2022-06-08 11:17:41.000000,A,iOS,15.0,aff_2,,tv,ABC
ab0bb290e19511ec8a541fcc86ad2588,2022-06-01 10:30:51.000000,C,Android,10,aff_4,,gc,ABC
a42fb550e1ab11ecb2988337303a8fef,2022-06-01 13:07:05.000000,A,iOS,15.5,aff_2,2022-06-01 13:07:47.000000,tv,ABC
12eb6340e1b111ecbaa51f9ae3f5945d,2022-06-01 13:45:31.000000,B,iOS,15.4,aff_4,,ma,ABC
a8467ca0e1d811ecb2988337303a8fef,2022-06-01 18:29:28.000000,A,Android,10,aff_4,,ps,ABC
5f733da0e1de11ecb2988337303a8fef,2022-06-01 19:10:18.000000,A,Android,9,aff_4,2022-06-01 19:12:17.000000,ps,ABC
61987220e1df11ec95703f2faa3b39a3,2022-06-01 19:18:20.000000,A,Android,11,aff_4,,gc,ABC
4408b590e1e311ecbaa51f9ae3f5945d,2022-06-01 19:45:24.000000,B,Android,10,aff_4,2022-06-01 21:04:07.000000,ma,ABC
6c109830e1e511ecbaa51f9ae3f5945d,2022-06-01 20:00:33.000000,B,iOS,15.4,aff_4,2022-06-02 15:12:49.000000,cl,ABC
a47404f0e1e511ec95703f2faa3b39a3,2022-06-01 20:02:19.000000,B,Android,11,aff_4,2022-06-02 04:27:30.000000,cl,ABC
297e8d50e1e611ec8a541fcc86ad2588,2022-06-01 20:07:43.000000,C,Android,7.1,aff_4,,gc,ABC
08593070e1f611ec8a541fcc86ad2588,2022-06-01 21:59:33.000000,C,Android,10,aff_4,,ma,ABC
5c831f90e1ff11ecb2988337303a8fef,2022-06-01 23:06:21.000000,C,Android,8.0,aff_2,,tv,ABC
